time,totalNewCases,totalNewTests,undergradCases,undergradTests,gradCases,gradTests,facStaffCases,facStaffTests
 Jul-22-2022,35,629,8,101,9,144,17,342
 Jul-25-2022,55,823,12,163,10,156,28,461
 Jul-26-2022,36,534,10,113,6,114,16,278
 Jul-27-2022,32,470,8,83,11,127,13,230
 Jul-28-2022,35,487,7,100,9,106,16,245
 Jul-29-2022,41,594,14,123,10,124,15,321
 Aug-1-2022,67,689,18,115,21,155,27,398
 Aug-2-2022,46,455,11,68,11,101,20,255
 Aug-3-2022,31,368,3,60,5,84,20,201
 Aug-4-2022,26,401,4,62,7,99,15,221
 Aug-5-2022,21,468,6,96,4,88,11,265
 Aug-8-2022,43,575,9,65,7,104,25,379
 Aug-9-2022,20,401,6,79,4,72,9,231
 Aug-10-2022,37,400,10,84,9,72,16,228
 Aug-11-2022,29,415,12,117,4,67,12,212
 Aug-12-2022,21,387,7,60,8,62,5,255
 Aug-15-2022,28,346,6,38,7,81,14,208
 Aug-16-2022,25,286,11,60,7,71,7,144
 Aug-17-2022,19,260,8,72,7,65,2,113
 Aug-18-2022,22,257,2,65,6,56,12,129
 Aug-19-2022,24,359,7,103,6,68,10,174
 Aug-22-2022,80,753,51,417,15,117,13,206
 Aug-23-2022,83,562,64,282,11,102,8,161
 Aug-24-2022,112,548,82,328,15,75,13,138
 Aug-25-2022,91,556,71,320,12,91,8,131
 Aug-26-2022,100,761,86,441,6,107,8,200
 Aug-29-2022,386,1511,332,1042,33,170,21,289
 Aug-30-2022,325,1439,286,1108,34,145,5,170
 Aug-31-2022,291,1558,254,1184,24,168,12,184
 Sep-1-2022,206,1495,184,1133,18,175,4,173
 Sep-2-2022,167,1568,138,1111,20,209,9,232
 Sep-6-2022,157,1392,104,910,32,177,18,271
 Sep-7-2022,70,970,42,626,16,125,10,189
 Sep-8-2022,48,808,34,528,11,120,2,143
 Sep-9-2022,41,885,26,530,7,133,6,200
 Sep-12-2022,52,874,26,504,10,111,16,232
 Sep-13-2022,23,647,11,370,7,91,5,160
 Sep-14-2022,29,611,11,365,11,89,5,140
 Sep-15-2022,17,539,8,314,4,73,4,137
 Sep-16-2022,11,622,3,363,2,70,6,177
 Sep-19-2022,16,629,6,371,3,74,6,173
 Sep-20-2022,12,511,5,326,6,53,1,127
 Sep-21-2022,12,512,4,315,2,54,5,131
 Sep-22-2022,4,441,3,266,1,53,0,110
 Sep-23-2022,8,481,2,277,0,55,5,141
 Sep-26-2022,15,642,6,358,3,83,4,189
 Sep-27-2022,14,476,0,272,6,55,7,127
 Sep-28-2022,13,467,5,303,1,49,7,103
 Sep-29-2022,4,395,1,242,2,39,1,102
 Sep-30-2022,8,477,1,275,4,59,3,133
 Oct-3-2022,10,526,5,310,3,64,2,143
 Oct-4-2022,13,485,3,304,2,52,6,123
 Oct-5-2022,11,471,4,284,4,61,3,116
 Oct-6-2022,7,418,1,223,4,64,2,117
 Oct-7-2022,8,438,1,234,1,58,6,136
 Oct-10-2022,16,552,7,316,0,58,7,162
 Oct-11-2022,15,436,6,272,2,44,5,100
 Oct-12-2022,21,486,6,283,0,39,10,115
 Oct-13-2022,21,582,5,288,4,53,10,169
 Oct-14-2022,4,440,0,218,1,56,2,139
 Oct-17-2022,22,705,10,349,3,55,9,189
 Oct-18-2022,13,473,2,284,7,58,4,117
 Oct-19-2022,19,433,7,244,3,61,9,118
 Oct-20-2022,16,470,6,262,4,54,6,134
 Oct-21-2022,15,467,5,225,5,57,4,170
 Oct-24-2022,18,544,6,295,6,55,6,186
 Oct-25-2022,17,406,4,226,6,47,6,122
 Oct-26-2022,9,428,3,236,4,58,2,127
 Oct-27-2022,3,359,1,206,0,39,2,103
 Oct-28-2022,4,397,1,194,1,47,2,147
 Oct-31-2022,20,539,9,288,6,58,5,184
 Nov-1-2022,17,396,8,248,4,42,5,101
 Nov-2-2022,17,474,12,296,4,49,1,119
 Nov-3-2022,11,440,8,266,1,52,2,114
 Nov-4-2022,7,456,3,257,2,47,2,147
 Nov-7-2022,15,519,6,296,4,56,5,160
 Nov-9-2022,13,578,2,331,4,48,7,186
 Nov-10-2022,10,453,3,254,2,47,5,147
 Nov-11-2022,5,448,0,224,1,72,4,141
 Nov-14-2022,8,483,4,270,1,36,3,169
 Nov-15-2022,13,359,5,217,4,33,4,106
 Nov-16-2022,18,394,5,239,5,41,7,108
 Nov-17-2022,13,357,7,196,2,43,4,109
 Nov-18-2022,10,386,3,166,1,54,5,159
 Nov-28-2022,53,807,16,445,10,78,26,274
 Nov-29-2022,32,467,17,252,8,55,6,154
