time,totalNewCases,totalNewTests,undergradCases,undergradTests,gradCases,gradTests,facStaffCases,facStaffTests
11-Apr-22,154,2766,119,1834,20,294,14,542
12-Apr-22,173,2656,142,1942,19,276,10,374
13-Apr-22,138,2622,120,1917,13,278,5,382
14-Apr-22,104,3346,77,2350,16,396,7,418
15-Apr-22,70,2644,57,1863,8,281,3,417
16-Apr-22,39,929,29,631,2,115,8,155
18-Apr-22,122,3055,89,2039,14,334,16,606
19-Apr-22,106,2208,75,1478,11,280,16,380
20-Apr-22,65,2178,42,1529,9,239,14,359
21-Apr-22,55,1965,38,1293,5,240,10,351
22-Apr-22,50,2092,38,1349,4,256,8,398
23-Apr-22,15,624,11,372,2,108,2,111
24-Apr-22,31,741,18,455,1,94,10,150
25-Apr-22,68,2297,49,1484,7,261,9,495
26-Apr-22,75,1982,50,1301,12,234,8,389
27-Apr-22,42,1957,32,1301,2,197,8,413
28-Apr-22,36,1866,25,1185,3,204,7,373
29-Apr-22,30,1751,10,1120,11,189,7,391
30-Apr-22,15,460,6,257,0,80,8,93
1-May-22,32,684,18,376,5,104,6,156
2-May-22,36,1773,16,936,9,245,11,523
3-May-22,82,1519,47,846,13,238,21,391
4-May-22,87,1738,46,941,19,295,19,430
5-May-22,53,1297,26,638,11,219,14,356
6-May-22,58,1612,21,810,10,253,24,456
7-May-22,14,559,5,284,6,117,2,130
8-May-22,37,524,15,250,11,103,11,144
9-May-22,67,1615,26,679,10,275,29,607
10-May-22,52,1330,27,601,10,210,13,446
11-May-22,55,1185,22,567,12,203,19,371
12-May-22,41,1296,24,616,10,240,5,348
13-May-22,45,1388,26,682,11,221,6,427
14-May-22,14,408,6,218,5,96,3,76
15-May-22,30,459,8,181,13,114,6,119
16-May-22,52,940,11,271,14,240,26,390
17-May-22,33,773,7,217,10,164,15,346
18-May-22,33,690,10,156,7,187,13,302
19-May-22,32,752,5,176,8,191,15,306
20-May-22,34,682,8,126,12,156,13,337
21-May-22,15,295,7,77,2,82,6,112
22-May-22,16,171,4,39,3,37,8,75
23-May-22,47,790,13,148,12,188,20,407
24-May-22,32,658,8,124,6,132,17,351
25-May-22,29,563,7,99,12,147,7,276
26-May-22,28,540,7,101,10,139,10,272
27-May-22,33,639,10,127,9,149,14,327
28-May-22,15,273,4,64,5,80,5,110
31-May-22,82,1040,21,194,25,243,31,525
1-Jun-22,58,648,14,126,18,177,19,303
2-Jun-22,35,716,12,126,7,185,13,364
3-Jun-22,40,710,10,120,11,177,17,379
6-Jun-22,52,810,7,130,13,196,26,436
7-Jun-22,26,556,8,97,4,125,14,299
8-Jun-22,26,539,7,106,3,112,14,283
9-Jun-22,36,589,13,134,6,158,15,273
10-Jun-22,26,590,5,87,5,131,13,341
13-Jun-22,46,703,6,131,17,156,22,396
14-Jun-22,36,501,11,84,11,113,13,283
15-Jun-22,26,485,3,74,8,102,14,278
16-Jun-22,15,590,2,109,4,138,9,322
20-Jun-22,47,807,8,135,17,209,20,439
21-Jun-22,25,489,1,83,11,136,10,248
22-Jun-22,24,508,7,86,6,136,10,257
23-Jun-22,19,523,5,117,5,116,9,264
24-Jun-22,22,552,7,91,4,141,10,296
27-Jun-22,50,755,6,111,17,198,26,418
28-Jun-22,39,484,5,91,16,107,16,264
29-Jun-22,30,472,6,80,11,119,11,255
30-Jun-22,32,506,8,103,15,135,9,245
1-Jul-22,26,548,6,86,5,131,13,301
5-Jul-22,82,748,9,113,28,180,42,427
6-Jul-22,54,554,12,89,17,135,21,307
7-Jul-22,37,470,3,90,14,110,18,244
8-Jul-22,41,594,8,92,17,154,13,324
11-Jul-22,57,764,9,113,16,175,28,444
12-Jul-22,39,529,10,96,8,132,18,276
13-Jul-22,33,536,12,105,14,133,7,279
14-Jul-22,32,500,7,108,13,134,11,232
15-Jul-22,29,585,7,113,9,139,12,291
18-Jul-22,56,820,18,148,15,189,21,447
19-Jul-22,27,557,6,113,7,110,12,297
20-Jul-22,35,481,9,91,7,95,14,267
21-Jul-22,25,535,3,120,12,127,10,259
22-Jul-22,35,629,8,101,9,144,17,342
25-Jul-22,55,823,12,163,10,156,28,461
26-Jul-22,36,534,10,113,6,114,16,278
27-Jul-22,32,470,8,83,11,127,13,230
28-Jul-22,35,487,7,100,9,106,16,245
29-Jul-22,41,594,14,123,10,124,15,321
1-Aug-22,67,689,18,115,21,155,27,398
2-Aug-22,46,455,11,68,11,101,20,255
3-Aug-22,31,368,3,60,5,84,20,201
4-Aug-22,26,401,4,62,7,99,15,221
5-Aug-22,21,468,6,96,4,88,11,265
8-Aug-22,43,575,9,65,7,104,25,379
9-Aug-22,20,401,6,79,4,72,9,231
10-Aug-22,37,400,10,84,9,72,16,228
11-Aug-22,29,415,12,117,4,67,12,212
12-Aug-22,21,387,7,60,8,62,5,255
15-Aug-22,28,346,6,38,7,81,14,208
16-Aug-22,25,286,11,60,7,71,7,144
17-Aug-22,19,260,8,72,7,65,2,113
18-Aug-22,22,257,2,65,6,56,12,129
19-Aug-22,24,359,7,103,6,68,10,174
22-Aug-22,80,753,51,417,15,117,13,206
23-Aug-22,83,562,64,282,11,102,8,161
24-Aug-22,112,548,82,328,15,75,13,138
25-Aug-22,91,556,71,320,12,91,8,131
26-Aug-22,100,761,86,441,6,107,8,200
29-Aug-22,386,1511,332,1042,33,170,21,289
30-Aug-22,325,1439,286,1108,34,145,5,170
31-Aug-22,291,1558,254,1184,24,168,12,184
1-Sep-22,206,1495,184,1133,18,175,4,173
2-Sep-22,167,1568,138,1111,20,209,9,232
6-Sep-22,157,1392,104,910,32,177,18,271
7-Sep-22,70,970,42,626,16,125,10,189
8-Sep-22,48,808,34,528,11,120,2,143
9-Sep-22,41,885,26,530,7,133,6,200
12-Sep-22,52,874,26,504,10,111,16,232
13-Sep-22,23,647,11,370,7,91,5,160
14-Sep-22,29,611,11,365,11,89,5,140
15-Sep-22,17,539,8,314,4,73,4,137
16-Sep-22,11,622,3,363,2,70,6,177
19-Sep-22,16,629,6,371,3,74,6,173
20-Sep-22,12,511,5,326,6,53,1,127
21-Sep-22,12,512,4,315,2,54,5,131
22-Sep-22,4,441,3,266,1,53,0,110
23-Sep-22,8,481,2,277,0,55,5,141
26-Aug-22,15,642,6,358,3,83,4,189
27-Aug-22,14,476,0,272,6,55,7,127
28-Aug-22,13,467,5,303,1,49,7,103
29-Aug-22,4,395,1,242,2,39,1,102
30-Aug-22,8,477,1,275,4,59,3,133
3-Oct-22,10,526,5,310,3,64,2,143
4-Oct-22,13,485,3,304,2,52,6,123
5-Oct-22,11,471,4,284,4,61,3,116
7-Oct-22,7,418,1,223,4,64,2,117
10-Oct-22,8,438,1,234,1,58,6,136
11-Oct-22,16,552,7,316,0,58,7,162
12-Oct-22,15,436,6,272,2,44,5,100
13-Oct-22,21,486,6,283,0,39,10,115
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
